area,number,latitude,species,Tb,time,date,family
T,17774,-26.13,Meroles squamulosus,37.7,10:14,02/23/70,Lacertidae
T,17775,-26.13,Meroles squamulosus,36.9,10:18,02/23/70,Lacertidae
T,17777,-26.13,Meroles squamulosus,38.2,10:21,02/23/70,Lacertidae
T,17784,-26.13,Meroles squamulosus,35.4,9:42,02/23/70,Lacertidae
T,18836,-26.13,Meroles squamulosus,32.5,9:40,04/16/70,Lacertidae
T,18854,-26.13,Meroles squamulosus,38.8,10:43,04/16/70,Lacertidae
T,18855,-26.13,Meroles squamulosus,37.9,10:46,04/16/70,Lacertidae
T,18868,-26.13,Meroles squamulosus,36.6,10:55,04/16/70,Lacertidae
T,18869,-26.13,Meroles squamulosus,36.8,11:02,04/16/70,Lacertidae
T,18916,-26.13,Meroles squamulosus,36.2,10:44,04/17/70,Lacertidae
T,19677,-26.13,Meroles squamulosus,34.2,11:20,05/23/70,Lacertidae
L,15066,-26.38,Meroles suborbitalis,37,13:37,11/28/69,Lacertidae
L,15067,-26.38,Meroles suborbitalis,35.6,15:32,11/28/69,Lacertidae
L,15083,-26.38,Meroles suborbitalis,37.2,12:25,11/28/69,Lacertidae
L,15119,-26.38,Meroles suborbitalis,36,16:28,11/28/69,Lacertidae
NANA,15239,-26.8,Meroles suborbitalis,35.8,8:36,12/05/69,Lacertidae
NA,15240,-26.8,Meroles suborbitalis,36.4,8:44,12/05/69,Lacertidae
NA,15251,-26.8,Meroles suborbitalis,33.2,7:50,12/05/69,Lacertidae
NA,15254,-26.8,Meroles suborbitalis,36.8,8:52,12/05/69,Lacertidae
NA,15291,-27.23,Meroles suborbitalis,36.2,15:25,12/08/69,Lacertidae
L,15392,-26.38,Meroles suborbitalis,38,18:09,12/11/69,Lacertidae
L,15394,-26.38,Meroles suborbitalis,37.6,18:34,12/11/69,Lacertidae
L,15413,-26.38,Meroles suborbitalis,38.7,17:55,12/11/69,Lacertidae
L,15414,-26.38,Meroles suborbitalis,39,17:58,12/11/69,Lacertidae
L,15421,-26.38,Meroles suborbitalis,36.8,18:21,12/11/69,Lacertidae
NA,15553,-27.85,Meroles suborbitalis,38.6,18:15,12/16/69,Lacertidae
NA,15562,-27.85,Meroles suborbitalis,35.4,7:55,12/17/69,Lacertidae
NA,15565,-27.85,Meroles suborbitalis,35.4,8:09,12/17/69,Lacertidae
NA,15570,-27.85,Meroles suborbitalis,35.4,8:16,12/17/69,Lacertidae
NA,15572,-27.85,Meroles suborbitalis,36.4,8:35,12/17/69,Lacertidae
A,15640,-27.37,Meroles suborbitalis,39.1,16:40,12/26/69,Lacertidae
A,15642,-27.37,Meroles suborbitalis,36.6,9:43,12/27/69,Lacertidae
G,15646,-28.22,Meroles suborbitalis,34.8,9:59,12/23/69,Lacertidae
G,15647,-28.22,Meroles suborbitalis,38.3,10:05,12/23/69,Lacertidae
A,15652,-27.37,Meroles suborbitalis,39.8,17:35,12/26/69,Lacertidae
A,15653,-27.37,Meroles suborbitalis,38.4,9:48,12/27/69,Lacertidae
B,15660,-27,Meroles suborbitalis,39.2,11:35,12/28/69,Lacertidae
A,15674,-27.37,Meroles suborbitalis,38.6,18:04,12/26/69,Lacertidae
A,15676,-27.37,Meroles suborbitalis,40.4,18:11,12/26/69,Lacertidae
A,15677,-27.37,Meroles suborbitalis,39.7,18:12,12/26/69,Lacertidae
A,15751,-27.37,Meroles suborbitalis,38.4,14:55,01/01/70,Lacertidae
A,15780,-27.37,Meroles suborbitalis,37,16:30,01/01/70,Lacertidae
A,15781,-27.37,Meroles suborbitalis,37.8,16:34,01/01/70,Lacertidae
A,15789,-27.37,Meroles suborbitalis,37,17:55,01/01/70,Lacertidae
A,15790,-27.37,Meroles suborbitalis,35.7,18:17,01/01/70,Lacertidae
A,15792,-27.37,Meroles suborbitalis,34,18:40,01/01/70,Lacertidae
A,15795,-27.37,Meroles suborbitalis,39.2,15:49,01/01/70,Lacertidae
A,15797,-27.37,Meroles suborbitalis,36.8,16:43,01/01/70,Lacertidae
A,15798,-27.37,Meroles suborbitalis,38.2,16:48,01/01/70,Lacertidae
A,15800,-27.37,Meroles suborbitalis,38.2,17:00,01/01/70,Lacertidae
A,15801,-27.37,Meroles suborbitalis,37.2,17:04,01/01/70,Lacertidae
A,15802,-27.37,Meroles suborbitalis,37,17:13,01/01/70,Lacertidae
A,15804,-27.37,Meroles suborbitalis,39,17:22,01/01/70,Lacertidae
A,15807,-27.37,Meroles suborbitalis,36.4,17:52,01/01/70,Lacertidae
A,15809,-27.37,Meroles suborbitalis,36.2,17:58,01/01/70,Lacertidae
A,15820,-27.37,Meroles suborbitalis,36.7,11:00,01/02/70,Lacertidae
A,15821,-27.37,Meroles suborbitalis,36.5,11:04,01/02/70,Lacertidae
A,15823,-27.37,Meroles suborbitalis,37,11:24,01/02/70,Lacertidae
A,15831,-27.37,Meroles suborbitalis,37.6,16:16,01/02/70,Lacertidae
A,15836,-27.37,Meroles suborbitalis,36.6,10:55,01/02/70,Lacertidae
D,16094,-27.28,Meroles suborbitalis,37.6,8:55,01/22/70,Lacertidae
G,16344,-28.22,Meroles suborbitalis,35.6,9:44,01/27/70,Lacertidae
G,16345,-28.22,Meroles suborbitalis,36.3,9:50,01/27/70,Lacertidae
G,16347,-28.22,Meroles suborbitalis,34.4,11:06,01/27/70,Lacertidae
G,16348,-28.22,Meroles suborbitalis,37.6,11:12,01/27/70,Lacertidae
G,16363,-28.22,Meroles suborbitalis,34.8,18:15,01/26/70,Lacertidae
G,16366,-28.22,Meroles suborbitalis,35.6,18:23,01/26/70,Lacertidae
G,16371,-28.22,Meroles suborbitalis,36.6,11:12,01/27/70,Lacertidae
G,16372,-28.22,Meroles suborbitalis,34.5,11:15,01/27/70,Lacertidae
G,16373,-28.22,Meroles suborbitalis,35.4,11:20,01/27/70,Lacertidae
G,16382,-28.22,Meroles suborbitalis,37.2,17:58,01/27/70,Lacertidae
G,16383,-28.22,Meroles suborbitalis,36.6,18:04,01/27/70,Lacertidae
G,16384,-28.22,Meroles suborbitalis,35.4,18:11,01/27/70,Lacertidae
G,16386,-28.22,Meroles suborbitalis,34.8,8:50,01/28/70,Lacertidae
A,16390,-27.37,Meroles suborbitalis,38,8:20,01/29/70,Lacertidae
G,16393,-28.22,Meroles suborbitalis,35,8:50,01/27/70,Lacertidae
G,16394,-28.22,Meroles suborbitalis,36.3,8:56,01/27/70,Lacertidae
G,16397,-28.22,Meroles suborbitalis,36.3,9:11,01/27/70,Lacertidae
G,16399,-28.22,Meroles suborbitalis,36.8,9:22,01/27/70,Lacertidae
G,16409,-28.22,Meroles suborbitalis,37.4,17:41,01/27/70,Lacertidae
A,16442,-27.37,Meroles suborbitalis,27.4,9:00,01/29/70,Lacertidae
A,16443,-27.37,Meroles suborbitalis,37.6,9:20,01/29/70,Lacertidae
A,16444,-27.37,Meroles suborbitalis,38.2,9:56,01/29/70,Lacertidae
A,16445,-27.37,Meroles suborbitalis,36,10:00,01/29/70,Lacertidae
A,16451,-27.37,Meroles suborbitalis,35,8:22,01/29/70,Lacertidae
A,16452,-27.37,Meroles suborbitalis,35.8,8:34,01/29/70,Lacertidae
A,16458,-27.37,Meroles suborbitalis,38.4,9:53,01/29/70,Lacertidae
A,16463,-27.37,Meroles suborbitalis,39,10:37,01/29/70,Lacertidae
A,16470,-27.37,Meroles suborbitalis,39,18:40,01/29/70,Lacertidae
A,16472,-27.37,Meroles suborbitalis,37.7,9:50,01/29/70,Lacertidae
A,16521,-27.37,Meroles suborbitalis,38.7,9:36,01/30/70,Lacertidae
A,16523,-27.37,Meroles suborbitalis,38.6,10:30,01/30/70,Lacertidae
A,16527,-27.37,Meroles suborbitalis,38.3,18:47,01/30/70,Lacertidae
A,16539,-27.37,Meroles suborbitalis,31.7,7:26,01/30/70,Lacertidae
A,16556,-27.37,Meroles suborbitalis,38.5,18:50,01/30/70,Lacertidae
A,16557,-27.37,Meroles suborbitalis,37.3,18:57,01/30/70,Lacertidae
B,16603,-27,Meroles suborbitalis,34,8:09,02/02/70,Lacertidae
B,16604,-27,Meroles suborbitalis,34.4,8:17,02/02/70,Lacertidae
B,16636,-27,Meroles suborbitalis,39.6,10:54,02/01/70,Lacertidae
L,16684,-26.38,Meroles suborbitalis,34.2,13:23,02/03/70,Lacertidae
L,16751,-26.38,Meroles suborbitalis,36,10:37,02/04/70,Lacertidae
L,16756,-26.38,Meroles suborbitalis,31.3,11:58,02/04/70,Lacertidae
L,16762,-26.38,Meroles suborbitalis,34,18:00,02/04/70,Lacertidae
L,16771,-26.38,Meroles suborbitalis,34.5,10:46,02/04/70,Lacertidae
L,16778,-26.38,Meroles suborbitalis,33.7,11:35,02/04/70,Lacertidae
L,16787,-26.38,Meroles suborbitalis,36.1,13:32,02/04/70,Lacertidae
L,16794,-26.38,Meroles suborbitalis,30.4,10:55,02/04/70,Lacertidae
L,16800,-26.38,Meroles suborbitalis,31.3,12:10,02/04/70,Lacertidae
L,16801,-26.38,Meroles suborbitalis,35.7,13:35,02/04/70,Lacertidae
L,16809,-26.38,Meroles suborbitalis,37.7,14:17,02/04/70,Lacertidae
L,16833,-26.38,Meroles suborbitalis,36.6,15:00,02/04/70,Lacertidae
L,16838,-26.38,Meroles suborbitalis,35.5,15:21,02/04/70,Lacertidae
B,17033,-27,Meroles suborbitalis,37,10:02,02/08/70,Lacertidae
B,17068,-27,Meroles suborbitalis,35.7,18:35,02/08/70,Lacertidae
B,17156,-27,Meroles suborbitalis,38.8,10:46,02/09/70,Lacertidae
B,17159,-27,Meroles suborbitalis,39.1,11:05,02/09/70,Lacertidae
M,17198,-26.37,Meroles suborbitalis,38.8,10:38,02/10/70,Lacertidae
A,17207,-27.37,Meroles suborbitalis,37.5,18:47,02/12/70,Lacertidae
A,17251,-27.37,Meroles suborbitalis,36.6,18:50,02/12/70,Lacertidae
X,17344,-27.37,Meroles suborbitalis,36,10:07,02/19/70,Lacertidae
X,17345,-27.37,Meroles suborbitalis,34.6,10:11,02/19/70,Lacertidae
X,17368,-27.37,Meroles suborbitalis,34.2,9:28,02/19/70,Lacertidae
X,17371,-27.37,Meroles suborbitalis,35.9,10:06,02/19/70,Lacertidae
X,17388,-27.37,Meroles suborbitalis,36.7,10:08,02/19/70,Lacertidae
X,17390,-27.37,Meroles suborbitalis,34.7,10:27,02/19/70,Lacertidae
X,17391,-27.37,Meroles suborbitalis,36.8,10:30,02/19/70,Lacertidae
D,17807,-27.28,Meroles suborbitalis,39,11:34,02/24/70,Lacertidae
G,17880,-28.22,Meroles suborbitalis,35.3,8:24,02/26/70,Lacertidae
G,17883,-28.22,Meroles suborbitalis,37.4,10:21,02/25/70,Lacertidae
G,17884,-28.22,Meroles suborbitalis,38.9,10:26,02/25/70,Lacertidae
G,17901,-28.22,Meroles suborbitalis,36.9,9:09,02/26/70,Lacertidae
G,17907,-28.22,Meroles suborbitalis,38.3,10:34,02/26/70,Lacertidae
G,17912,-28.22,Meroles suborbitalis,35.7,9:20,02/27/70,Lacertidae
G,17924,-28.22,Meroles suborbitalis,37.7,9:35,02/27/70,Lacertidae
G,17927,-28.22,Meroles suborbitalis,36.7,10:12,02/27/70,Lacertidae
G,17928,-28.22,Meroles suborbitalis,36.9,10:19,02/27/70,Lacertidae
G,17944,-28.22,Meroles suborbitalis,36.3,8:46,02/26/70,Lacertidae
G,17946,-28.22,Meroles suborbitalis,37.3,9:00,02/26/70,Lacertidae
G,17954,-28.22,Meroles suborbitalis,38,10:00,02/26/70,Lacertidae
L,18076,-26.38,Meroles suborbitalis,37.1,10:28,03/11/70,Lacertidae
L,18078,-26.38,Meroles suborbitalis,38.4,10:37,03/11/70,Lacertidae
L,18079,-26.38,Meroles suborbitalis,34.6,10:45,03/11/70,Lacertidae
L,18218,-26.38,Meroles suborbitalis,38,9:47,03/11/70,Lacertidae
L,18221,-26.38,Meroles suborbitalis,36.3,9:31,03/11/70,Lacertidae
L,18234,-26.38,Meroles suborbitalis,37.4,10:34,03/11/70,Lacertidae
L,18238,-26.38,Meroles suborbitalis,39.3,10:47,03/11/70,Lacertidae
L,18255,-26.38,Meroles suborbitalis,37.1,11:39,03/11/70,Lacertidae
L,18256,-26.38,Meroles suborbitalis,36.9,11:43,03/11/70,Lacertidae
L,18261,-26.38,Meroles suborbitalis,36.2,11:19,03/11/70,Lacertidae
L,18262,-26.38,Meroles suborbitalis,37.5,11:21,03/11/70,Lacertidae
L,18268,-26.38,Meroles suborbitalis,38.9,11:57,03/11/70,Lacertidae
L,18274,-26.38,Meroles suborbitalis,37.8,10:21,03/12/70,Lacertidae
L,18277,-26.38,Meroles suborbitalis,38.2,11:20,03/12/70,Lacertidae
L,18282,-26.38,Meroles suborbitalis,36.3,11:12,03/11/70,Lacertidae
L,18283,-26.38,Meroles suborbitalis,37.7,11:26,03/11/70,Lacertidae
L,18287,-26.38,Meroles suborbitalis,37.8,11:56,03/11/70,Lacertidae
L,18292,-26.38,Meroles suborbitalis,36.1,17:53,03/11/70,Lacertidae
L,18296,-26.38,Meroles suborbitalis,35.9,18:05,03/11/70,Lacertidae
L,18297,-26.38,Meroles suborbitalis,38.2,18:07,03/11/70,Lacertidae
L,18300,-26.38,Meroles suborbitalis,37.6,18:15,03/11/70,Lacertidae
L,18312,-26.38,Meroles suborbitalis,37.1,10:09,03/11/70,Lacertidae
L,18317,-26.38,Meroles suborbitalis,36.4,10:31,03/12/70,Lacertidae
L,18318,-26.38,Meroles suborbitalis,35.8,10:34,03/12/70,Lacertidae
L,18320,-26.38,Meroles suborbitalis,35.7,11:10,03/12/70,Lacertidae
L,18321,-26.38,Meroles suborbitalis,36.9,18:17,03/11/70,Lacertidae
L,18342,-26.38,Meroles suborbitalis,36.7,11:08,03/12/70,Lacertidae
L,18343,-26.38,Meroles suborbitalis,34.4,11:11,03/12/70,Lacertidae
L,18344,-26.38,Meroles suborbitalis,34.9,11:13,03/12/70,Lacertidae
L,18353,-26.38,Meroles suborbitalis,39.8,12:11,03/12/70,Lacertidae
L,18354,-26.38,Meroles suborbitalis,38.6,12:15,03/12/70,Lacertidae
L,18361,-26.38,Meroles suborbitalis,35.6,11:15,03/12/70,Lacertidae
L,18362,-26.38,Meroles suborbitalis,35.9,11:22,03/12/70,Lacertidae
L,18363,-26.38,Meroles suborbitalis,37.6,11:25,03/12/70,Lacertidae
L,18364,-26.38,Meroles suborbitalis,37.3,11:30,03/12/70,Lacertidae
L,18371,-26.38,Meroles suborbitalis,39.4,12:14,03/12/70,Lacertidae
L,18372,-26.38,Meroles suborbitalis,38.3,12:17,03/12/70,Lacertidae
A,18497,-27.37,Meroles suborbitalis,36.5,9:35,04/02/70,Lacertidae
A,18498,-27.37,Meroles suborbitalis,35.1,9:39,04/02/70,Lacertidae
A,18508,-27.37,Meroles suborbitalis,39.8,10:30,04/02/70,Lacertidae
A,18513,-27.37,Meroles suborbitalis,34.9,10:52,04/02/70,Lacertidae
A,18514,-27.37,Meroles suborbitalis,35.1,10:55,04/02/70,Lacertidae
A,18520,-27.37,Meroles suborbitalis,36.8,11:22,04/02/70,Lacertidae
A,18532,-27.37,Meroles suborbitalis,35.6,9:47,04/02/70,Lacertidae
A,18533,-27.37,Meroles suborbitalis,35.7,9:55,04/02/70,Lacertidae
A,18536,-27.37,Meroles suborbitalis,36,10:18,04/02/70,Lacertidae
A,18540,-27.37,Meroles suborbitalis,37.4,11:15,04/02/70,Lacertidae
A,18552,-27.37,Meroles suborbitalis,31.8,18:10,04/02/70,Lacertidae
A,18555,-27.37,Meroles suborbitalis,34.6,9:47,04/03/70,Lacertidae
A,18556,-27.37,Meroles suborbitalis,36.4,9:54,04/03/70,Lacertidae
A,18557,-27.37,Meroles suborbitalis,36.4,10:00,04/03/70,Lacertidae
A,18559,-27.37,Meroles suborbitalis,36.2,10:15,04/03/70,Lacertidae
A,18560,-27.37,Meroles suborbitalis,36.8,10:19,04/03/70,Lacertidae
A,18562,-27.37,Meroles suborbitalis,33.1,17:58,04/02/70,Lacertidae
A,18577,-27.37,Meroles suborbitalis,33.9,9:16,04/03/70,Lacertidae
A,18578,-27.37,Meroles suborbitalis,34.3,9:24,04/03/70,Lacertidae
A,18584,-27.37,Meroles suborbitalis,35.2,10:30,04/03/70,Lacertidae
A,18586,-27.37,Meroles suborbitalis,38.8,10:45,04/03/70,Lacertidae
A,18588,-27.37,Meroles suborbitalis,35.8,10:54,04/03/70,Lacertidae
A,18589,-27.37,Meroles suborbitalis,35.9,10:59,04/03/70,Lacertidae
A,18592,-27.37,Meroles suborbitalis,36.7,11:29,04/03/70,Lacertidae
A,18595,-27.37,Meroles suborbitalis,37.4,11:41,04/03/70,Lacertidae
A,18597,-27.37,Meroles suborbitalis,36.4,11:50,04/03/70,Lacertidae
A,18607,-27.37,Meroles suborbitalis,36.8,10:35,04/04/70,Lacertidae
A,18608,-27.37,Meroles suborbitalis,37.4,11:05,04/04/70,Lacertidae
A,18616,-27.37,Meroles suborbitalis,34.6,11:05,04/04/70,Lacertidae
A,18617,-27.37,Meroles suborbitalis,35.9,11:09,04/04/70,Lacertidae
A,18619,-27.37,Meroles suborbitalis,36.5,11:15,04/04/70,Lacertidae
A,18622,-27.37,Meroles suborbitalis,34.6,11:35,04/04/70,Lacertidae
A,18623,-27.37,Meroles suborbitalis,38.3,11:38,04/04/70,Lacertidae
A,18624,-27.37,Meroles suborbitalis,36.1,11:44,04/04/70,Lacertidae
A,18628,-27.37,Meroles suborbitalis,36.4,12:17,04/04/70,Lacertidae
A,18630,-27.37,Meroles suborbitalis,37.3,12:24,04/04/70,Lacertidae
A,18641,-27.37,Meroles suborbitalis,34.4,11:31,04/04/70,Lacertidae
B,18677,-27,Meroles suborbitalis,36.6,12:10,04/06/70,Lacertidae
B,18679,-27,Meroles suborbitalis,38.5,12:22,04/06/70,Lacertidae
X,18730,-27.37,Meroles suborbitalis,35.4,10:16,04/13/70,Lacertidae
X,18745,-27.37,Meroles suborbitalis,37.3,10:12,04/13/70,Lacertidae
X,18746,-27.37,Meroles suborbitalis,38.3,10:21,04/13/70,Lacertidae
X,18749,-27.37,Meroles suborbitalis,37.4,10:30,04/13/70,Lacertidae
X,18751,-27.37,Meroles suborbitalis,33.9,10:38,04/13/70,Lacertidae
X,18753,-27.37,Meroles suborbitalis,36.4,11:40,04/13/70,Lacertidae
X,18755,-27.37,Meroles suborbitalis,36.3,11:51,04/13/70,Lacertidae
X,18756,-27.37,Meroles suborbitalis,34,11:56,04/13/70,Lacertidae
X,18787,-27.37,Meroles suborbitalis,36.2,11:05,04/14/70,Lacertidae
X,18789,-27.37,Meroles suborbitalis,36,11:15,04/14/70,Lacertidae
X,18798,-27.37,Meroles suborbitalis,35.7,9:40,04/15/70,Lacertidae
X,18799,-27.37,Meroles suborbitalis,35.3,10:05,04/15/70,Lacertidae
X,18800,-27.37,Meroles suborbitalis,27.3,10:23,04/15/70,Lacertidae
D,19023,-27.28,Meroles suborbitalis,34.8,10:33,04/21/70,Lacertidae
D,19025,-27.28,Meroles suborbitalis,29.6,10:54,04/21/70,Lacertidae
D,19027,-27.28,Meroles suborbitalis,35.8,11:08,04/21/70,Lacertidae
D,19033,-27.28,Meroles suborbitalis,35.7,12:03,04/21/70,Lacertidae
D,19043,-27.28,Meroles suborbitalis,32.1,9:56,04/21/70,Lacertidae
D,19044,-27.28,Meroles suborbitalis,33.3,10:12,04/21/70,Lacertidae
G,19080,-28.22,Meroles suborbitalis,35.5,15:50,04/22/70,Lacertidae
G,19082,-28.22,Meroles suborbitalis,35,15:57,04/22/70,Lacertidae
G,19102,-28.22,Meroles suborbitalis,32.8,15:58,04/22/70,Lacertidae
G,19113,-28.22,Meroles suborbitalis,34.7,16:04,04/23/70,Lacertidae
G,19117,-28.22,Meroles suborbitalis,34.3,16:20,04/23/70,Lacertidae
R,19129,-28.23,Meroles suborbitalis,33.5,10:13,04/27/70,Lacertidae
R,19130,-28.23,Meroles suborbitalis,35.8,12:25,04/28/70,Lacertidae
R,19133,-28.23,Meroles suborbitalis,33.8,12:37,04/28/70,Lacertidae
R,19135,-28.23,Meroles suborbitalis,34,13:07,04/28/70,Lacertidae
R,19136,-28.23,Meroles suborbitalis,35.5,13:23,04/28/70,Lacertidae
R,19137,-28.23,Meroles suborbitalis,34.8,13:45,04/28/70,Lacertidae
R,19138,-28.23,Meroles suborbitalis,35.9,14:01,04/28/70,Lacertidae
R,19139,-28.23,Meroles suborbitalis,35.9,14:06,04/28/70,Lacertidae
R,19140,-28.23,Meroles suborbitalis,35.7,14:08,04/28/70,Lacertidae
R,19146,-28.23,Meroles suborbitalis,34.6,10:24,04/28/70,Lacertidae
R,19147,-28.23,Meroles suborbitalis,37.5,10:31,04/28/70,Lacertidae
R,19151,-28.23,Meroles suborbitalis,34.4,10:55,04/28/70,Lacertidae
R,19154,-28.23,Meroles suborbitalis,35.2,12:19,04/28/70,Lacertidae
R,19156,-28.23,Meroles suborbitalis,35.1,12:27,04/28/70,Lacertidae
R,19157,-28.23,Meroles suborbitalis,35.2,12:34,04/28/70,Lacertidae
R,19158,-28.23,Meroles suborbitalis,35.8,12:38,04/28/70,Lacertidae
R,19159,-28.23,Meroles suborbitalis,36.1,12:41,04/28/70,Lacertidae
R,19160,-28.23,Meroles suborbitalis,36.6,12:49,04/28/70,Lacertidae
R,19163,-28.23,Meroles suborbitalis,36.2,13:12,04/28/70,Lacertidae
R,19164,-28.23,Meroles suborbitalis,34.4,13:15,04/28/70,Lacertidae
R,19165,-28.23,Meroles suborbitalis,35.8,13:21,04/28/70,Lacertidae
R,19166,-28.23,Meroles suborbitalis,34.3,13:24,04/28/70,Lacertidae
R,19168,-28.23,Meroles suborbitalis,35.3,13:34,04/28/70,Lacertidae
R,19169,-28.23,Meroles suborbitalis,36.4,13:43,04/28/70,Lacertidae
R,19173,-28.23,Meroles suborbitalis,33.1,14:10,04/28/70,Lacertidae
R,19174,-28.23,Meroles suborbitalis,33.5,14:10,04/28/70,Lacertidae
R,19180,-28.23,Meroles suborbitalis,30.4,16:36,04/28/70,Lacertidae
R,19181,-28.23,Meroles suborbitalis,35.8,14:13,04/28/70,Lacertidae
R,19182,-28.23,Meroles suborbitalis,35.3,14:21,04/28/70,Lacertidae
R,19186,-28.23,Meroles suborbitalis,29.6,16:31,04/28/70,Lacertidae
R,19188,-28.23,Meroles suborbitalis,28.5,16:41,04/28/70,Lacertidae
R,19189,-28.23,Meroles suborbitalis,31.5,16:50,04/28/70,Lacertidae
R,19192,-28.23,Meroles suborbitalis,32.9,17:06,04/28/70,Lacertidae
R,19193,-28.23,Meroles suborbitalis,32.5,17:06,04/28/70,Lacertidae
R,19202,-28.23,Meroles suborbitalis,32.7,16:58,04/28/70,Lacertidae
A,19216,-27.37,Meroles suborbitalis,34,11:08,05/07/70,Lacertidae
A,19221,-27.37,Meroles suborbitalis,32.3,11:10,05/07/70,Lacertidae
A,19222,-27.37,Meroles suborbitalis,35.5,11:26,05/07/70,Lacertidae
A,19226,-27.37,Meroles suborbitalis,35.9,12:02,05/07/70,Lacertidae
A,19227,-27.37,Meroles suborbitalis,35.4,12:09,05/07/70,Lacertidae
A,19228,-27.37,Meroles suborbitalis,35.9,12:20,05/07/70,Lacertidae
A,19229,-27.37,Meroles suborbitalis,35.6,12:33,05/07/70,Lacertidae
A,19230,-27.37,Meroles suborbitalis,35.4,12:36,05/07/70,Lacertidae
A,19232,-27.37,Meroles suborbitalis,34.1,14:45,05/07/70,Lacertidae
A,19233,-27.37,Meroles suborbitalis,34,14:50,05/07/70,Lacertidae
A,19234,-27.37,Meroles suborbitalis,34.3,15:02,05/07/70,Lacertidae
L,19237,-26.38,Meroles suborbitalis,38.1,13:46,05/10/70,Lacertidae
L,19238,-26.38,Meroles suborbitalis,34.7,13:51,05/10/70,Lacertidae
L,19239,-26.38,Meroles suborbitalis,36.5,13:54,05/10/70,Lacertidae
L,19240,-26.38,Meroles suborbitalis,36.1,13:58,05/10/70,Lacertidae
A,19242,-27.37,Meroles suborbitalis,32.9,11:40,05/07/70,Lacertidae
A,19243,-27.37,Meroles suborbitalis,35.5,11:56,05/07/70,Lacertidae
A,19245,-27.37,Meroles suborbitalis,34.3,12:04,05/07/70,Lacertidae
A,19248,-27.37,Meroles suborbitalis,35.2,13:40,05/07/70,Lacertidae
L,19258,-26.38,Meroles suborbitalis,35.4,13:26,05/10/70,Lacertidae
L,19260,-26.38,Meroles suborbitalis,34,13:35,05/10/70,Lacertidae
L,19261,-26.38,Meroles suborbitalis,35.9,13:38,05/10/70,Lacertidae
L,19262,-26.38,Meroles suborbitalis,36.5,13:49,05/10/70,Lacertidae
L,19263,-26.38,Meroles suborbitalis,35.5,13:51,05/10/70,Lacertidae
L,19275,-26.38,Meroles suborbitalis,32.4,14:50,05/10/70,Lacertidae
L,19276,-26.38,Meroles suborbitalis,36.6,14:53,05/10/70,Lacertidae
L,19277,-26.38,Meroles suborbitalis,34.4,15:02,05/10/70,Lacertidae
L,19278,-26.38,Meroles suborbitalis,35.7,15:06,05/10/70,Lacertidae
L,19279,-26.38,Meroles suborbitalis,35.5,15:10,05/10/70,Lacertidae
L,19281,-26.38,Meroles suborbitalis,34.7,14:01,05/10/70,Lacertidae
L,19282,-26.38,Meroles suborbitalis,29.9,14:04,05/10/70,Lacertidae
L,19284,-26.38,Meroles suborbitalis,34.9,14:56,05/10/70,Lacertidae
L,19286,-26.38,Meroles suborbitalis,37,15:18,05/10/70,Lacertidae
L,19287,-26.38,Meroles suborbitalis,34.4,15:48,05/10/70,Lacertidae
L,19289,-26.38,Meroles suborbitalis,35.3,15:57,05/10/70,Lacertidae
L,19290,-26.38,Meroles suborbitalis,34,16:08,05/10/70,Lacertidae
L,19291,-26.38,Meroles suborbitalis,31,10:40,05/11/70,Lacertidae
L,19292,-26.38,Meroles suborbitalis,32.7,10:55,05/11/70,Lacertidae
L,19301,-26.38,Meroles suborbitalis,34.8,15:39,05/10/70,Lacertidae
L,19302,-26.38,Meroles suborbitalis,34.3,15:46,05/10/70,Lacertidae
L,19314,-26.38,Meroles suborbitalis,34.1,11:20,05/11/70,Lacertidae
L,19321,-26.38,Meroles suborbitalis,35.5,11:46,05/11/70,Lacertidae
L,19333,-26.38,Meroles suborbitalis,34.3,12:22,05/11/70,Lacertidae
L,19354,-26.38,Meroles suborbitalis,36.9,13:43,05/11/70,Lacertidae
L,19356,-26.38,Meroles suborbitalis,33.8,14:02,05/11/70,Lacertidae
L,19381,-26.38,Meroles suborbitalis,36.2,14:03,05/11/70,Lacertidae
L,19382,-26.38,Meroles suborbitalis,37.4,14:10,05/11/70,Lacertidae
B,19473,-27,Meroles suborbitalis,35.6,12:29,05/15/70,Lacertidae
B,19479,-27,Meroles suborbitalis,35.2,13:30,05/15/70,Lacertidae
B,19483,-27,Meroles suborbitalis,35,14:58,05/15/70,Lacertidae
B,19510,-27,Meroles suborbitalis,35.8,11:53,05/16/70,Lacertidae
B,19511,-27,Meroles suborbitalis,36.3,12:06,05/16/70,Lacertidae
B,19519,-27,Meroles suborbitalis,37.3,14:36,05/16/70,Lacertidae
B,19605,-27,Meroles suborbitalis,35.8,14:17,05/15/70,Lacertidae
B,19606,-27,Meroles suborbitalis,39.1,14:24,05/15/70,Lacertidae
X,19640,-27.37,Meroles suborbitalis,31.9,13:04,05/21/70,Lacertidae
R,19796,-28.23,Meroles suborbitalis,33,13:06,05/26/70,Lacertidae
T,19797,-28.23,Meroles suborbitalis,31.6,13:10,05/26/70,Lacertidae
R,19799,-28.23,Meroles suborbitalis,33.8,13:15,05/26/70,Lacertidae
R,19800,-28.23,Meroles suborbitalis,35.9,13:20,05/26/70,Lacertidae
R,19850,-28.23,Meroles suborbitalis,35.4,12:55,05/26/70,Lacertidae
